global_scope,comparison_mode,topic_id,metric_id,sample_id,n_focal_model_universe,n_reportable_focal_models,n_limited_focal_models,n_headline_focal_models,median_spearman,q25_spearman,q75_spearman,min_spearman,max_spearman,fraction_negative_spearman,median_defined_partners,mean_dependent_top_jaccard,mean_complementary_top_jaccard,reason,interpretation_status
official_full,leave_topic_out,climate_weather,adjusted_pog,near_bi_both,70,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,leave_topic_out,climate_weather,high_loss_lift,near_bi_both,70,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,leave_topic_out,climate_weather,adjusted_loss_corr,near_bi_both,70,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,leave_topic_out,climate_weather,adjusted_pog,eligible_both,70,41,41,0,0.4078260869565217,0.17118768328445744,0.6304347826086957,-0.04707170224411604,0.8333333333333335,0.04878048780487805,28.0,0.2765812356731595,0.3946254924734121,,limited
official_full,leave_topic_out,climate_weather,high_loss_lift,eligible_both,70,41,41,0,0.47496947496947506,0.2862616310892173,0.6192513368983957,-0.09584859584859586,0.7806451612903226,0.0975609756097561,28.0,0.32304930841516205,0.331393944808579,,limited
official_full,leave_topic_out,climate_weather,adjusted_loss_corr,eligible_both,70,41,41,0,0.41697191697191704,0.13014460511679646,0.5399193548387097,-0.18461538461538465,0.786290322580645,0.12195121951219512,28.0,0.33085390575762846,0.28727705074470716,,limited
official_full,leave_topic_out,entertainment_culture,adjusted_pog,near_bi_both,70,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,leave_topic_out,entertainment_culture,high_loss_lift,near_bi_both,70,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,leave_topic_out,entertainment_culture,adjusted_loss_corr,near_bi_both,70,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,leave_topic_out,entertainment_culture,adjusted_pog,eligible_both,70,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,leave_topic_out,entertainment_culture,high_loss_lift,eligible_both,70,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,leave_topic_out,entertainment_culture,adjusted_loss_corr,eligible_both,70,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,leave_topic_out,finance_economics,adjusted_pog,near_bi_both,70,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,leave_topic_out,finance_economics,high_loss_lift,near_bi_both,70,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,leave_topic_out,finance_economics,adjusted_loss_corr,near_bi_both,70,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,leave_topic_out,finance_economics,adjusted_pog,eligible_both,70,41,41,0,0.3886540600667409,0.23517786561264822,0.5256410256410257,-0.1264407069068556,0.74,0.14634146341463414,28.0,0.29341938936458106,0.2847853055600545,,limited
official_full,leave_topic_out,finance_economics,high_loss_lift,eligible_both,70,41,41,0,0.3383458646616541,0.13217391304347825,0.6755621654224273,-0.2826086956521739,0.8453201970443349,0.12195121951219512,28.0,0.36348691958448054,0.2847959275318766,,limited
official_full,leave_topic_out,finance_economics,adjusted_loss_corr,eligible_both,70,41,41,0,0.4502001143510577,0.19043478260869565,0.6932330827067669,-0.07707509881422925,0.8760997067448679,0.04878048780487805,28.0,0.3683614488492537,0.2884182978562618,,limited
official_full,leave_topic_out,health_science,adjusted_pog,near_bi_both,70,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,leave_topic_out,health_science,high_loss_lift,near_bi_both,70,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,leave_topic_out,health_science,adjusted_loss_corr,near_bi_both,70,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,leave_topic_out,health_science,adjusted_pog,eligible_both,70,41,41,0,0.07792942276575233,-0.15372636262513908,0.3858784893267652,-0.5114263638827617,0.531924360400445,0.3902439024390244,28.0,0.18785715922259758,0.23085168219314559,,limited
official_full,leave_topic_out,health_science,high_loss_lift,eligible_both,70,21,21,0,,,,,,,,,,reportable_focal_model_count_21_below_reporting_min_30,insufficient
official_full,leave_topic_out,health_science,adjusted_loss_corr,eligible_both,70,41,41,0,0.28571428571428575,0.09279609279609281,0.39080459770114945,-0.21112347052280317,0.7007518796992481,0.17073170731707318,28.0,0.25871865262109167,0.23308216174069832,,limited
official_full,leave_topic_out,politics_conflict,adjusted_pog,near_bi_both,70,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,leave_topic_out,politics_conflict,high_loss_lift,near_bi_both,70,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,leave_topic_out,politics_conflict,adjusted_loss_corr,near_bi_both,70,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,leave_topic_out,politics_conflict,adjusted_pog,eligible_both,70,41,41,0,0.45974558183215225,0.29901477832512313,0.5878489326765189,-0.02258852258852259,0.6805339265850947,0.04878048780487805,28.0,0.3126625264622697,0.34041971436066426,,limited
official_full,leave_topic_out,politics_conflict,high_loss_lift,eligible_both,70,41,41,0,0.47564313081554466,0.2515262515262516,0.653170359052712,-0.12942612942612944,0.8165103189493433,0.07317073170731707,28.0,0.34894877161735127,0.3237849940674074,,limited
official_full,leave_topic_out,politics_conflict,adjusted_loss_corr,eligible_both,70,41,41,0,0.4181718664477286,0.1684981684981685,0.5867542419266558,-0.1383399209486166,0.8533724340175952,0.07317073170731707,28.0,0.37233639148990655,0.27866926968339034,,limited
official_full,leave_topic_out,sports,adjusted_pog,near_bi_both,70,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,leave_topic_out,sports,high_loss_lift,near_bi_both,70,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,leave_topic_out,sports,adjusted_loss_corr,near_bi_both,70,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,leave_topic_out,sports,adjusted_pog,eligible_both,70,41,41,0,0.40541871921182265,0.19655172413793104,0.6,-0.3995621237000548,0.7608695652173914,0.17073170731707318,28.0,0.29052377646819666,0.2993092259331027,,limited
official_full,leave_topic_out,sports,high_loss_lift,eligible_both,70,41,41,0,0.3578079724178624,0.19932306787545462,0.483358206035047,-0.04996876966605568,0.7139583936135429,0.04878048780487805,28.0,0.3187015167117863,0.2748055859416578,,limited
official_full,leave_topic_out,sports,adjusted_loss_corr,eligible_both,70,41,41,0,0.4793103448275862,0.2680756395995551,0.612942612942613,-0.16440489432703007,0.9050586510263928,0.04878048780487805,28.0,0.40007456905818306,0.29654545996009407,,limited
official_full,leave_topic_out,technology_ai,adjusted_pog,near_bi_both,70,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,leave_topic_out,technology_ai,high_loss_lift,near_bi_both,70,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,leave_topic_out,technology_ai,adjusted_loss_corr,near_bi_both,70,0,0,0,,,,,,,,,,reportable_focal_model_count_0_below_reporting_min_30,insufficient
official_full,leave_topic_out,technology_ai,adjusted_pog,eligible_both,70,3,3,0,,,,,,,,,,reportable_focal_model_count_3_below_reporting_min_30,insufficient
official_full,leave_topic_out,technology_ai,high_loss_lift,eligible_both,70,3,3,0,,,,,,,,,,reportable_focal_model_count_3_below_reporting_min_30,insufficient
